age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,feature_1,feature_2,feature_3,feature_4,feature_5,y
30,student,single,high.school,no,no,no,cellular,may,fri,2,3,2,success,-1.8,93.876,-40.0,0.682,5008.7,669.0531,32.8872,vg2,lv12,fn19,yes
31,management,single,university.degree,no,no,no,telephone,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,5.3914,36.8872,vg11,lv1,fn10,no
34,technician,single,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,36.8872,vg11,lv1,fn14,no
40,admin.,single,university.degree,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,4.3904,44.8872,vg8,lv1,fn2,no
44,retired,married,basic.9y,no,yes,no,telephone,may,fri,42,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,42.4284,86.8872,vg10,lv1,fn68,no
43,admin.,single,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1.3874,44.8872,vg9,lv1,fn2,no
33,services,married,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,2.3884,35.8872,vg3,lv1,fn40,no
31,admin.,married,high.school,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,1.3874,32.8872,vg3,lv1,fn4,no
28,self-employed,married,university.degree,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,3.3894,31.8872,vg7,lv1,fn37,no
44,unemployed,married,university.degree,unknown,no,yes,telephone,may,mon,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,17.4034,61.8872,vg10,lv1,fn3,no
57,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,15,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,15.4014,72.8872,vg1,lv1,fn2,no
33,admin.,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,1.3874,34.8872,vg3,lv1,fn2,no
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,2.3884,55.8872,vg1,lv1,fn37,no
37,services,married,high.school,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,3.3894,40.8872,vg4,lv1,fn6,no
36,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,37.8872,vg4,lv1,fn13,no
26,admin.,married,high.school,no,yes,no,cellular,nov,mon,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,5.3914,31.8872,vg7,lv1,fn4,yes
57,admin.,divorced,university.degree,unknown,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1.3874,58.8872,vg5,lv1,fn2,no
40,management,married,high.school,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,4.3904,44.8872,vg4,lv1,fn15,no
52,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,4.3904,56.8872,vg1,lv1,fn35,no
30,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,2.3884,32.8872,vg7,lv1,fn4,no
33,blue-collar,married,high.school,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1.3874,34.8872,vg3,lv1,fn17,no
21,services,single,high.school,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,2.3884,23.8872,vg2,lv1,fn6,no
60,self-employed,married,professional.course,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,5.3914,65.8872,vg1,lv1,fn65,no
27,services,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,28.8872,vg7,lv1,fn6,no
34,admin.,married,university.degree,no,no,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,2.3884,36.8872,vg3,lv1,fn2,no
65,retired,married,high.school,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,2.3884,67.8872,vg1,lv1,fn23,no
43,admin.,married,university.degree,unknown,yes,no,cellular,jul,wed,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,13.3994,56.8872,vg10,lv1,fn2,no
40,management,married,basic.6y,unknown,yes,no,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,6.3924,46.8872,vg4,lv1,fn78,no
34,technician,married,professional.course,no,yes,yes,telephone,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,1.3874,35.8872,vg3,lv1,fn14,no
25,admin.,single,high.school,no,no,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,7.3934,32.8872,vg2,lv1,fn4,no
41,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,3.3894,44.8872,vg6,lv1,fn21,no
72,retired,married,basic.4y,no,no,yes,cellular,jul,fri,4,8,1,success,-1.7,94.215,-40.3,0.8220000000000001,4991.6,501.3864,76.8872,vg1,lv59,fn1,yes
40,services,married,high.school,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,2.3874,41.8872,vg4,lv2,fn6,no
40,unemployed,divorced,university.degree,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,3.3894,43.8872,vg14,lv1,fn3,no
53,services,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,2.3884,55.8872,vg1,lv1,fn52,no
36,management,married,unknown,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1.3874,37.8872,vg4,lv1,fn44,no
52,technician,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,53.8872,vg1,lv1,fn28,no
32,technician,married,professional.course,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,2.3884,34.8872,vg3,lv1,fn14,no
59,retired,married,basic.4y,unknown,no,yes,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,3.3894,62.8872,vg1,lv1,fn1,no
60,admin.,single,high.school,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1.3874,61.8872,vg15,lv1,fn4,no
30,services,single,high.school,unknown,no,no,telephone,jul,thu,18,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,18.4044,48.8872,vg2,lv1,fn6,no
40,technician,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,4.3904,44.8872,vg4,lv1,fn29,no
36,management,married,university.degree,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,2.3884,38.8872,vg4,lv1,fn10,no
33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1.3874,34.8872,vg3,lv1,fn2,no
33,technician,divorced,professional.course,no,yes,no,cellular,nov,thu,3,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,4.3894,36.8872,vg12,lv2,fn14,no
39,technician,married,high.school,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,4.3904,43.8872,vg4,lv1,fn29,yes
27,admin.,single,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,3.3894,30.8872,vg2,lv1,fn4,no
26,technician,single,professional.course,no,yes,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,7.3934,33.8872,vg2,lv1,fn14,no
40,management,married,high.school,no,yes,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,7.3934,47.8872,vg4,lv1,fn15,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,6.3924,37.8872,vg3,lv1,fn7,no
53,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,55.8872,vg1,lv1,fn68,yes
53,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1.3874,54.8872,vg1,lv1,fn13,no
39,admin.,single,unknown,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,40.8872,vg8,lv1,fn8,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,31.8872,vg13,lv1,fn4,no
38,services,married,high.school,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,4.3904,42.8872,vg4,lv1,fn6,no
46,admin.,single,high.school,no,yes,no,telephone,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,3.3884,48.8872,vg9,lv2,fn4,no
34,admin.,single,high.school,no,no,no,cellular,may,fri,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,9.3954,43.8872,vg11,lv1,fn4,no
47,admin.,single,university.degree,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,48.8872,vg9,lv1,fn2,no
43,management,single,high.school,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1.3874,44.8872,vg9,lv1,fn15,no
56,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,2.3884,58.8872,vg1,lv1,fn13,no
58,admin.,single,unknown,unknown,no,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1.3874,59.8872,vg15,lv1,fn8,no
27,admin.,single,university.degree,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1.3874,28.8872,vg2,lv1,fn2,yes
59,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1.3874,60.8872,vg15,lv1,fn21,no
29,student,single,university.degree,no,yes,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,4.3904,33.8872,vg2,lv1,fn16,no
39,services,single,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,41.8872,vg8,lv1,fn6,no
37,housemaid,single,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,2.3884,39.8872,vg8,lv1,fn30,no
31,services,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,33.8872,vg3,lv1,fn6,no
41,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,2.3874,42.8872,vg10,lv2,fn17,no
34,admin.,married,university.degree,no,no,yes,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,7.3934,41.8872,vg3,lv1,fn2,no
41,services,married,basic.9y,no,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1.3874,42.8872,vg10,lv1,fn40,no
20,student,single,high.school,no,no,no,cellular,jul,wed,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,2.3874,21.8872,vg2,lv2,fn19,no
33,management,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,2.3884,35.8872,vg3,lv1,fn15,no
30,blue-collar,single,basic.4y,unknown,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,31.8872,vg2,lv1,fn13,no
53,retired,divorced,high.school,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,3.3894,56.8872,vg5,lv1,fn23,no
35,admin.,married,high.school,no,no,yes,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,3.3884,37.8872,vg3,lv2,fn4,no
44,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,5.3914,49.8872,vg10,lv1,fn13,no
63,retired,married,unknown,no,yes,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,4.3904,67.8872,vg1,lv1,fn34,yes
45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,6.3924,51.8872,vg10,lv1,fn38,yes
32,management,married,professional.course,unknown,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,4.3904,36.8872,vg3,lv1,fn11,no
31,blue-collar,married,unknown,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,5.3914,36.8872,vg3,lv1,fn33,no
42,admin.,married,professional.course,no,no,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1.3874,43.8872,vg10,lv1,fn26,yes
38,technician,single,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,2.3884,40.8872,vg8,lv1,fn14,no
30,technician,single,professional.course,no,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,5.3914,35.8872,vg2,lv1,fn14,no
75,retired,married,unknown,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,2.3884,77.8872,vg1,lv1,fn34,no
27,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,1,4,1,success,-2.9,92.201,-31.4,0.8809999999999999,5076.2,251.3864,28.8872,vg17,lv14,fn17,yes
25,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,16,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,16.4024,41.8872,vg7,lv1,fn7,no
57,retired,married,basic.4y,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,2.3884,59.8872,vg1,lv1,fn1,no
38,admin.,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,2.3884,40.8872,vg4,lv1,fn4,no
39,entrepreneur,single,university.degree,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1.3874,40.8872,vg8,lv1,fn20,no
53,blue-collar,married,professional.course,unknown,no,yes,cellular,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,5.3914,58.8872,vg1,lv1,fn48,no
25,services,single,high.school,no,no,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,2.3884,27.8872,vg2,lv1,fn6,no
35,technician,married,university.degree,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,36.8872,vg3,lv1,fn21,no
47,technician,divorced,high.school,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,2.3884,49.8872,vg6,lv1,fn29,no
32,management,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1.3874,33.8872,vg11,lv1,fn10,no
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,3.3894,47.8872,vg10,lv1,fn7,no
35,student,single,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,1.3874,36.8872,vg11,lv1,fn19,no
36,blue-collar,married,unknown,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,2.3884,38.8872,vg4,lv1,fn33,no
37,unknown,married,university.degree,no,no,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,3.3894,40.8872,vg4,lv1,fn77,no
26,student,single,high.school,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.8690000000000001,5076.2,2.3884,28.8872,vg2,lv1,fn19,no
24,student,single,high.school,no,no,no,cellular,may,wed,1,7,2,success,-1.8,93.876,-40.0,0.672,5008.7,145.2435,25.8872,vg2,lv36,fn19,yes
45,technician,single,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1.3874,46.8872,vg9,lv1,fn14,no
36,management,single,university.degree,no,yes,no,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,4.3894,39.8872,vg8,lv2,fn10,no
40,technician,divorced,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,3.3894,43.8872,vg14,lv1,fn21,no
30,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1.3874,31.8872,vg2,lv1,fn3,yes
39,admin.,divorced,university.degree,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1.3874,40.8872,vg14,lv1,fn2,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,48.8872,vg10,lv1,fn7,no
69,entrepreneur,married,high.school,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,2.3884,71.8872,vg1,lv1,fn57,no
41,housemaid,divorced,basic.9y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1.3874,42.8872,vg6,lv1,fn31,no
49,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,3.3894,52.8872,vg1,lv1,fn20,no
23,technician,married,professional.course,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,3.3894,26.8872,vg7,lv1,fn14,no
60,services,married,unknown,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,61.8872,vg1,lv1,fn53,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,2.3884,31.8872,vg2,lv1,fn2,no
45,admin.,married,basic.9y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,47.8872,vg10,lv1,fn45,no
45,admin.,divorced,university.degree,no,no,yes,cellular,jun,wed,1,3,2,success,-1.7,94.055,-39.8,0.7390000000000001,4991.6,335.7197,46.8872,vg6,lv12,fn2,no
60,retired,divorced,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1.3874,61.8872,vg5,lv1,fn23,no
48,admin.,single,basic.6y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,50.8872,vg9,lv1,fn39,no
34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,4.3904,38.8872,vg3,lv1,fn38,no
30,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,2.3884,32.8872,vg7,lv1,fn13,no
48,blue-collar,married,high.school,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,49.8872,vg10,lv1,fn17,no
56,admin.,divorced,basic.6y,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,4.3904,60.8872,vg5,lv1,fn39,no
45,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,47.8872,vg10,lv1,fn82,yes
30,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,7.3924,36.8872,vg7,lv2,fn38,no
34,admin.,married,high.school,no,no,yes,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,4963.6,2.3884,36.8872,vg3,lv1,fn4,no
46,blue-collar,married,basic.6y,no,no,yes,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,2.3884,48.8872,vg10,lv1,fn38,no
44,services,married,basic.4y,unknown,yes,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,7.3934,51.8872,vg10,lv1,fn41,no
38,technician,divorced,high.school,no,no,no,telephone,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,5.3914,43.8872,vg14,lv1,fn29,no
42,admin.,single,high.school,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,2.3874,43.8872,vg9,lv2,fn4,no
35,admin.,married,university.degree,no,no,no,cellular,dec,tue,1,999,0,nonexistent,-3.0,92.713,-33.0,0.7070000000000001,5023.5,1.3874,36.8872,vg3,lv1,fn2,no
40,blue-collar,married,basic.9y,no,yes,no,cellular,jun,wed,3,3,2,success,-1.7,94.055,-39.8,0.7390000000000001,4991.6,1002.3864,43.8872,vg4,lv12,fn7,no
41,management,married,basic.6y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,42.8872,vg10,lv1,fn78,yes
30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1.3874,31.8872,vg2,lv1,fn37,no
49,technician,married,high.school,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1.3874,50.8872,vg1,lv1,fn29,no
49,technician,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,51.8872,vg1,lv1,fn14,yes
48,admin.,married,university.degree,no,no,no,cellular,nov,wed,7,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,7.3934,55.8872,vg10,lv1,fn2,no
31,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,3.3894,34.8872,vg11,lv1,fn17,no
34,technician,married,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,3.3894,37.8872,vg3,lv1,fn14,no
48,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,2.3884,50.8872,vg10,lv1,fn2,no
35,admin.,single,basic.4y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,2.3884,37.8872,vg11,lv1,fn80,no
36,technician,married,professional.course,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,37.8872,vg4,lv1,fn14,no
38,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,2.3874,39.8872,vg4,lv2,fn13,no
36,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,37.8872,vg4,lv1,fn20,no
42,management,divorced,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,44.8872,vg6,lv1,fn10,no
48,blue-collar,married,high.school,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,3.3894,51.8872,vg10,lv1,fn17,no
31,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,2.3874,32.8872,vg3,lv2,fn2,no
45,management,single,university.degree,no,no,yes,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,3.3894,48.8872,vg9,lv1,fn10,no
34,admin.,single,university.degree,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,3.3894,37.8872,vg11,lv1,fn2,no
27,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1.3874,28.8872,vg2,lv1,fn7,no
38,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,5,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,6.3914,43.8872,vg4,lv2,fn13,no
46,self-employed,married,professional.course,no,no,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,5.3914,51.8872,vg10,lv1,fn65,no
35,self-employed,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1.3874,36.8872,vg11,lv1,fn37,no
31,blue-collar,single,basic.9y,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,33.8872,vg11,lv1,fn7,no
36,admin.,married,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,2.3884,38.8872,vg4,lv1,fn4,no
45,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1.3874,46.8872,vg9,lv1,fn17,no
30,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,4.3894,33.8872,vg7,lv2,fn13,no
35,admin.,married,high.school,no,yes,yes,telephone,may,mon,10,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,10.3964,45.8872,vg3,lv1,fn4,no
30,technician,single,high.school,no,yes,no,telephone,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,5.3914,35.8872,vg2,lv1,fn29,no
